,normalized_title,offer_price_amazon,mrp_amazon,offer_price_prokick,mrp_prokick,offer_price_instasports,mrp,clean_title,color,pack_size,limited_edition,speed
1049,yonex badminton super grap - ac102 ex,,,,,539.0,750.0,yonex badminton super grap - ac102 ex,,,No,
1050,yonex badminton grip - aerocush arc 9900e,,,,,180.0,995.0,yonex badminton grip - aerocush arc 9900e,,,No,
1051,reebok all round kaiser cricket spike shoes (white/black/lime-r),,,,,7899.0,9999.0,reebok all round kaiser cricket spike shoes,"white, black, lime",,No,
1052,dunlop pro double dot squash ball (12pc),,,,,3300.0,4800.0,dunlop pro double dot squash ball,,,No,
1053,dunlop pro double dot squash ball (2pc),,,,,749.0,800.0,dunlop pro double dot squash ball,,,No,
1054,head prime double dot squash ball (12pc),,,,,2459.0,3799.0,head prime double dot squash ball,,,No,
1055,head prime double dot squash ball (3pc),,,,,609.0,951.0,head prime double dot squash ball,,,No,
1056,nivia encounter mg 2.0 football stud - white,,,,,849.0,899.0,nivia encounter mg 2.0 football stud -,white,,No,
1057,nivia shastra football stud,,,,,3499.0,4199.0,nivia shastra football stud,,,No,
1058,nivia oslar blade 3.0 football stud - blue,,,,,1949.0,2090.0,nivia oslar blade 3.0 football stud -,blue,,No,
1059,nivia encounter mg 2.0 football stud - blue,,,,,849.0,899.0,nivia encounter mg 2.0 football stud -,blue,,No,
1060,nivia encounter 10.0 football stud - white,,,,,649.0,935.0,nivia encounter 10.0 football stud -,white,,No,
1061,nivia ditmar 3.0 football stud - green,,,,,1799.0,2040.0,nivia ditmar 3.0 football stud -,green,,No,
1062,nivia encounter 10.0 football stud - green,,,,,649.0,935.0,nivia encounter 10.0 football stud -,green,,No,
1063,nivia ditmar 3.0 football stud - blue,,,,,1799.0,2040.0,nivia ditmar 3.0 football stud -,blue,,No,
1064,nivia crane 2.0 football stud - black,,,,,1499.0,2035.0,nivia crane 2.0 football stud -,black,,No,
1065,nivia carbonite 6.0 football stud - yellow,,,,,649.0,849.0,nivia carbonite 6.0 football stud -,yellow,,No,
1066,nivia carbonite 6.0 football stud - pink,,,,,649.0,849.0,nivia carbonite 6.0 football stud -,pink,,No,
1067,nivia carbonite 5.0 pro football stud - blue,,,,,749.0,1049.0,nivia carbonite 5.0 pro football stud -,blue,,No,
1068,nivia carbonite 6.0 football stud - black,,,,,649.0,849.0,nivia carbonite 6.0 football stud -,black,,No,
1069,nivia carbonite 5.0 pro football stud,,,,,749.0,1049.0,nivia carbonite 5.0 pro football stud,,,No,
1070,nivia carbonite 5.0 pro football stud - black,,,,,749.0,1049.0,nivia carbonite 5.0 pro football stud -,black,,No,
1071,nivia carbonite 5.0 football stud - yellow,,,,,649.0,849.0,nivia carbonite 5.0 football stud -,yellow,,No,
1072,nivia aviator 2.0 football stud,,,,,999.0,1099.0,nivia aviator 2.0 football stud,,,No,
1073,nivia carbonite 5.0 football stud - blue,,,,,649.0,849.0,nivia carbonite 5.0 football stud -,blue,,No,
1074,nivia carbonite 5.0 football stud - black,,,,,649.0,849.0,nivia carbonite 5.0 football stud -,black,,No,
1075,nivia ashtang football stud - golden,,,,,1399.0,2120.0,nivia ashtang football stud - golden,,,No,
1076,nivia ashtang football stud - orange,,,,,1399.0,2120.0,nivia ashtang football stud -,orange,,No,
1077,nivia airstrike football stud - black,,,,,799.0,999.0,nivia airstrike football stud -,black,,No,
1078,nivia airstrike football stud - blue,,,,,799.0,999.0,nivia airstrike football stud -,blue,,No,
1079,asics strike rate ff cricket shoes,,,,,9899.0,11999.0,asics strike rate ff cricket shoes,,,No,
1080,head speed 135 2023 squash racquet,,,,,11999.0,18499.0,head 2023 squash racquet,,,No,speed 135
1081,head speed 135 sb 2023 squash racquet,,,,,11999.0,18499.0,head sb 2023 squash racquet,,,No,speed 135
1082,head nano ti. spector 2.0 squash racquet,,,,,2245.0,3599.0,head nano ti. spector 2.0 squash racquet,,,No,
1083,head radial junior 2022 squash racquet,,,,,2699.0,4199.0,head radial junior 2022 squash racquet,,,No,
1084,head microgel blast squash racquet,,,,,5749.0,8999.0,head microgel blast squash racquet,,,No,
1085,head graphene xt hurricane 12 squash racquet (black),,,,,9649.0,14999.0,head graphene xt hurricane 12 squash racquet,black,,No,
1086,head g 110 squash racquet,,,,,8449.0,12999.0,head g 110 squash racquet,,,No,
1087,head extreme junior 2023 squash racquet,,,,,5099.0,7999.0,head extreme junior 2023 squash racquet,,,No,
1088,head extreme 135 2023 squash racquet,,,,,7399.0,11499.0,head extreme 135 2023 squash racquet,,,No,
1089,head graphene 360 speed 125 squash racquet,,,,,9549.0,14799.0,head graphene 360 squash racquet,,,No,speed 125
1090,head cyber tour squash racquet (green/black),,,,,5099.0,7379.0,head cyber tour squash racquet,"green, black",,No,
1091,head cyber pro squash racquet (red/black),,,,,4599.0,6979.0,head cyber pro squash racquet,"red, black",,No,
1092,head extreme 120 squash racquet,,,,,7099.0,11899.0,head extreme 120 squash racquet,,,No,
1093,head cyber elite 2022 squash racquet,,,,,3799.0,5979.0,head cyber elite 2022 squash racquet,,,No,
1094,tecnifibre carboflex airshaft 125 squash racquet,,,,,11499.0,18500.0,tecnifibre carboflex airshaft 125 squash racquet,,,No,
1095,tecnifibre carboflex junior x-top squash racquet,,,,,4099.0,5999.0,tecnifibre carboflex junior x-top squash racquet,,,No,
1096,tecnifibre carboflex 125 x-speed squash racquet,,,,,12499.0,19999.0,tecnifibre carboflex 125 x-speed squash racquet,,,No,
1097,tecnifibre carboflex x-speed 130 squash racquet,,,,,8499.0,14499.0,tecnifibre carboflex x- squash racquet,,,No,speed 130
1098,tecnifibre carboflex 125 ns x-top squash racquet,,,,,12799.0,19999.0,tecnifibre carboflex 125 ns x-top squash racquet,,,No,
1099,tecnifibre carboflex 125 heritage 2 squash racquet,,,,,8999.0,15499.0,tecnifibre carboflex 125 heritage 2 squash racquet,,,No,
1100,head speed 120 2023 squash racquet,,,,,11899.0,18799.0,head 2023 squash racquet,,,No,speed 120
1101,puma future play tt unisex indoor turf football shoes (fast yellow/black/electric peppermint),,,,,2999.0,5999.0,puma future play tt unisex indoor turf football shoes,"yellow, black",,No,
1102,gm noir 555 english willow cricket bat -sh,,,,,14999.0,18049.0,gm noir 555 english willow cricket bat -sh,,,No,
1103,gm noir 707 english willow cricket bat -sh,,,,,13999.0,18775.0,gm noir 707 english willow cricket bat -sh,,,No,
1104,gm noir 606 english willow cricket bat -sh,,,,,14999.0,18099.0,gm noir 606 english willow cricket bat -sh,,,No,
1105,gm noir 808 english willow cricket bat -sh,,,,,20999.0,27499.0,gm noir 808 english willow cricket bat -sh,,,No,
1106,gm noir 909 english willow cricket bat -sh,,,,,16499.0,20375.0,gm noir 909 english willow cricket bat -sh,,,No,
1107,gm noir 505 english willow cricket bat -sh,,,,,12999.0,16429.0,gm noir 505 english willow cricket bat -sh,,,No,
1108,gm noir excalibur english willow cricket bat -sh,,,,,19999.0,22329.0,gm noir excalibur english willow cricket bat -sh,,,No,
1109,gm noir 303 english willow cricket bat -sh,,,,,6599.0,7549.0,gm noir 303 english willow cricket bat -sh,,,No,
1110,gm noir 444 english willow cricket bat -sh,,,,,11999.0,15029.0,gm noir 444 english willow cricket bat -sh,,,No,
1111,gm noir 404 english willow cricket bat -sh,,,,,8999.0,10875.0,gm noir 404 english willow cricket bat -sh,,,No,
1112,gm noir 333 english willow cricket bat -sh,,,,,9999.0,11729.0,gm noir 333 english willow cricket bat -sh,,,No,
1113,gm noir signature l.e english willow cricket bat -sh,,,,,55999.0,84329.0,gm noir signature l.e english willow cricket bat -sh,,,No,
1114,gm noir signature + english willow cricket bat -sh,,,,,48999.0,71075.0,gm noir signature + english willow cricket bat -sh,,,No,
1115,gm kryos signature l.e english willow cricket bat -sh,,,,,55999.0,84329.0,gm kryos signature l.e english willow cricket bat -sh,,,No,
1116,gm noir 909 l.e english willow cricket bat -sh,,,,,32999.0,39299.0,gm noir 909 l.e english willow cricket bat -sh,,,No,
1117,gm kryos signature + english willow cricket bat -sh,,,,,49999.0,71075.0,gm kryos signature + english willow cricket bat -sh,,,No,
1118,gm kryos excalibur english willow cricket bat -sh,,,,,16999.0,22329.0,gm kryos excalibur english willow cricket bat -sh,,,No,
1119,gm kryos 909 l.e english willow cricket bat -sh,,,,,32999.0,39299.0,gm kryos 909 l.e english willow cricket bat -sh,,,No,
1120,gm kryos 909 english willow cricket bat -sh,,,,,15999.0,20375.0,gm kryos 909 english willow cricket bat -sh,,,No,
1121,gm kryos 808 english willow cricket bat -sh,,,,,19999.0,27499.0,gm kryos 808 english willow cricket bat -sh,,,No,
1122,gm kryos 606 english willow cricket bat -sh,,,,,13999.0,18099.0,gm kryos 606 english willow cricket bat -sh,,,No,
1123,gm kryos 505 english willow cricket bat -sh,,,,,11999.0,16429.0,gm kryos 505 english willow cricket bat -sh,,,No,
1124,gm kryos 404 english willow cricket bat -sh,,,,,9999.0,10875.0,gm kryos 404 english willow cricket bat -sh,,,No,
1125,gm kryos 444 english willow cricket bat -sh,,,,,10999.0,15029.0,gm kryos 444 english willow cricket bat -sh,,,No,
1126,puma classicat cricket shoes for men (metallic gold/silver/white/team gold),,,,,1599.0,3299.0,puma classicat cricket shoes for men,"gold, silver, white, gold",,No,
1127,gm kryos 303 english willow cricket bat -sh,,,,,6499.0,7549.0,gm kryos 303 english willow cricket bat -sh,,,No,
1128,puma classicat cricket shoes for men (white/grey dawn/red blast),,,,,1599.0,3299.0,puma classicat cricket shoes for men,"white, grey, red",,No,
1129,puma classicat cricket shoes for men (white/team royal/silver),,,,,1599.0,3299.0,puma classicat cricket shoes for men,"white, silver",,No,
1130,gm icon 707 english willow cricket bat -sh,,,,,14999.0,18775.0,gm icon 707 english willow cricket bat -sh,,,No,
1131,gm icon excalibur english willow cricket bat -sh,,,,,18999.0,22329.0,gm icon excalibur english willow cricket bat -sh,,,No,
1132,gm icon 909 english willow cricket bat -sh,,,,,27999.0,32000.0,gm icon 909 english willow cricket bat -sh,,,No,
1133,gm icon pro edition english willow cricket bat (made in u.k.) -sh,,,,,34999.0,49999.0,gm icon pro edition english willow cricket bat -sh,,,No,
1134,gm icon 909 l.e english willow cricket bat -sh,,,,,32999.0,39299.0,gm icon 909 l.e english willow cricket bat -sh,,,No,
1135,gm icon player edition english willow cricket bat (made in u.k.) -sh,,,,,69999.0,99999.0,gm icon player edition english willow cricket bat -sh,,,No,
1136,gm icon signature l.e english willow cricket bat -sh,,,,,59999.0,84329.0,gm icon signature l.e english willow cricket bat -sh,,,No,
1137,gm icon signature + english willow cricket bat -sh,,,,,49999.0,71075.0,gm icon signature + english willow cricket bat -sh,,,No,
1138,gm icon 606 english willow cricket bat -sh,,,,,14499.0,18099.0,gm icon 606 english willow cricket bat -sh,,,No,
1139,gm icon 555 english willow cricket bat -sh,,,,,14499.0,18049.0,gm icon 555 english willow cricket bat -sh,,,No,
1140,gm icon 505 english willow cricket bat -sh,,,,,12999.0,16429.0,gm icon 505 english willow cricket bat -sh,,,No,
1141,gm icon 404 english willow cricket bat -sh,,,,,7499.0,10875.0,gm icon 404 english willow cricket bat -sh,,,No,
1142,puma classicat cricket shoes for men (ultra orange/fast yellow/white),,,,,1599.0,3299.0,puma classicat cricket shoes for men,"orange, yellow, white",,No,
1143,gm icon 333 english willow cricket bat -sh,,,,,7999.0,11729.0,gm icon 333 english willow cricket bat -sh,,,No,
1144,gm hypa signature + english willow cricket bat -sh,,,,,54999.0,78175.0,gm hypa signature + english willow cricket bat -sh,,,No,
1145,gm hypa excalibur english willow cricket bat -sh,,,,,24999.0,30849.0,gm hypa excalibur english willow cricket bat -sh,,,No,
1146,gm hypa signature l.e english willow cricket bat -sh,,,,,64999.0,92775.0,gm hypa signature l.e english willow cricket bat -sh,,,No,
1147,gm hypa 909 l.e english willow cricket bat -sh,,,,,39999.0,46875.0,gm hypa 909 l.e english willow cricket bat -sh,,,No,
1148,gm hypa 808 english willow cricket bat -sh,,,,,21999.0,30249.0,gm hypa 808 english willow cricket bat -sh,,,No,
1149,gm hypa 909 english willow cricket bat -sh,,,,,19999.0,25775.0,gm hypa 909 english willow cricket bat -sh,,,No,
1150,gm hypa 606 english willow cricket bat -sh,,,,,15999.0,21409.0,gm hypa 606 english willow cricket bat -sh,,,No,
1151,gm hypa 555 english willow cricket bat -sh,,,,,14999.0,19499.0,gm hypa 555 english willow cricket bat -sh,,,No,
1152,gm hypa 707 english willow cricket bat -sh,,,,,16999.0,22049.0,gm hypa 707 english willow cricket bat -sh,,,No,
1153,gm hypa 444 english willow cricket bat -sh,,,,,11999.0,16075.0,gm hypa 444 english willow cricket bat -sh,,,No,
1154,gm hypa 505 english willow cricket bat -sh,,,,,12999.0,17749.0,gm hypa 505 english willow cricket bat -sh,,,No,
1155,gm hypa 404 english willow cricket bat -sh,,,,,7999.0,11909.0,gm hypa 404 english willow cricket bat -sh,,,No,
1156,gm hypa 333 english willow cricket bat -sh,,,,,8999.0,12549.0,gm hypa 333 english willow cricket bat -sh,,,No,
1157,gm hypa 303 english willow cricket bat -sh,,,,,5999.0,8099.0,gm hypa 303 english willow cricket bat -sh,,,No,
1158,puma highrun cricket shoes for men (white/burnnt red/black),,,,,1599.0,3299.0,puma highrun cricket shoes for men,"white, red, black",,No,
1159,puma highrun cricket shoes for men (white/blazing blue/fast yellow),,,,,1599.0,3299.0,puma highrun cricket shoes for men,"white, blue, yellow",,No,
1160,puma highrun cricket shoes for men (bluemazing/orange glow/white),,,,,1599.0,3299.0,puma highrun cricket shoes for men,"orange, white",,No,
1161,gm diamond 909 l.e english willow cricket bat -sh,,,,,39999.0,46875.0,gm diamond 909 l.e english willow cricket bat -sh,,,No,
1162,gm diamond signature + english willow cricket bat -sh,,,,,49999.0,78175.0,gm diamond signature + english willow cricket bat -sh,,,No,
1163,gm diamond signature l.e english willow cricket bat -sh,,,,,39999.0,46875.0,gm diamond signature l.e english willow cricket bat -sh,,,No,
1164,gm diamond 909 english willow cricket bat -sh,,,,,27999.0,32000.0,gm diamond 909 english willow cricket bat -sh,,,No,
1165,gm diamond excalibur english willow cricket bat -sh,,,,,24999.0,30849.0,gm diamond excalibur english willow cricket bat -sh,,,No,
1166,gm diamond 555 english willow cricket bat -sh,,,,,18999.0,19499.0,gm diamond 555 english willow cricket bat -sh,,,No,
1167,gm diamond 707 english willow cricket bat -sh,,,,,17999.0,22049.0,gm diamond 707 english willow cricket bat -sh,,,No,
1168,gm diamond 606 english willow cricket bat -sh,,,,,16999.0,21409.0,gm diamond 606 english willow cricket bat -sh,,,No,
1169,gm diamond 505 english willow cricket bat -sh,,,,,14999.0,17749.0,gm diamond 505 english willow cricket bat -sh,,,No,
1170,gm diamond 404 english willow cricket bat -sh,,,,,9899.0,11909.0,gm diamond 404 english willow cricket bat -sh,,,No,
1171,gm diamond 444 english willow cricket bat -sh,,,,,13999.0,16075.0,gm diamond 444 english willow cricket bat -sh,,,No,
1172,gm diamond 333 english willow cricket bat -sh,,,,,9999.0,12549.0,gm diamond 333 english willow cricket bat -sh,,,No,
1173,gm diamond 303 english willow cricket bat -sh,,,,,7699.0,10649.0,gm diamond 303 english willow cricket bat -sh,,,No,
1174,gm brava signature l.e english willow cricket bat -sh,,,,,62999.0,92775.0,gm brava signature l.e english willow cricket bat -sh,,,No,
1175,gm brava excalibur english willow cricket bat -sh,,,,,24999.0,30849.0,gm brava excalibur english willow cricket bat -sh,,,No,
1176,gm brava 909 l.e english willow cricket bat -sh,,,,,38399.0,46875.0,gm brava 909 l.e english willow cricket bat -sh,,,No,
1177,gm brava 909 english willow cricket bat -sh,,,,,19999.0,25775.0,gm brava 909 english willow cricket bat -sh,,,No,
1178,gm brava 606 english willow cricket bat -sh,,,,,16999.0,21409.0,gm brava 606 english willow cricket bat -sh,,,No,
1179,gm brava 707 english willow cricket bat -sh,,,,,17999.0,22049.0,gm brava 707 english willow cricket bat -sh,,,No,
1180,gm brava 555 english willow cricket bat -sh,,,,,14999.0,19499.0,gm brava 555 english willow cricket bat -sh,,,No,
1181,gm brava 505 english willow cricket bat -sh,,,,,12999.0,17749.0,gm brava 505 english willow cricket bat -sh,,,No,
1182,gm brava 303 english willow cricket bat -sh,,,,,5999.0,8099.0,gm brava 303 english willow cricket bat -sh,,,No,
1183,gm brava 333 english willow cricket bat -sh,,,,,9999.0,12549.0,gm brava 333 english willow cricket bat -sh,,,No,
1184,gm brava 404 english willow cricket bat -sh,,,,,9899.0,11909.0,gm brava 404 english willow cricket bat -sh,,,No,
1185,yonex blaze 3 badminton shoes (black),,,,,2550.0,4990.0,yonex blaze 3 badminton shoes,black,,No,
1186,yonex blaze 3 badminton shoes (green),,,,,2599.0,4990.0,yonex blaze 3 badminton shoes,green,,No,
1187,ceat hitman signature edition kashmir willow cricket bat-sh,,,,,1899.0,2128.0,ceat hitman signature edition kashmir willow cricket bat-sh,,,No,
1188,yonex blaze 3 badminton shoes (blue),,,,,2599.0,4990.0,yonex blaze 3 badminton shoes,blue,,No,
1189,yonex blaze 3 badminton shoes (red),,,,,2599.0,4990.0,yonex blaze 3 badminton shoes,red,,No,
1190,yonex kiwami badminton shoes for men (light lime),,,,,3399.0,6390.0,yonex kiwami badminton shoes for men,lime,,No,
1191,yonex arma force badminton shoes for men (black/deep lagoon/acid lime),,,,,2899.0,6390.0,yonex arma force badminton shoes for men,"black, lime",,No,
1192,yonex arma force badminton shoes for men (white/black/mali blue),,,,,3349.0,6390.0,yonex arma force badminton shoes for men,"white, black, blue",,No,
1193,yonex dual badminton shoes for men (dark wine/red/digital aqua),,,,,3299.0,5999.0,yonex dual badminton shoes for men,red,,No,
1194,yonex dual badminton shoes for men (blue ribbon/ultra violet/aqua blue),,,,,3399.0,5999.0,yonex dual badminton shoes for men,"blue, blue",,No,
1195,yonex dual badminton shoes for men (gun metal/cobalt/honey gold),,,,,3299.0,5999.0,yonex dual badminton shoes for men,gold,,No,
1196,yonex dual badminton shoes for men (black/aqua blue/warm red),,,,,3399.0,5999.0,yonex dual badminton shoes for men,"black, blue, red",,No,
1197,yonex nanoray 72 light (grey) badminton racket,,,,,1999.0,3390.0,yonex nanoray 72 light badminton racket,grey,,No,
1198,yonex dual badminton shoes for men (white/purple velvet/bright orchid),,,,,3399.0,5999.0,yonex dual badminton shoes for men,white,,No,
1199,yonex nanoray 72 light (gold) badminton racket,,,,,1999.0,3390.0,yonex nanoray 72 light badminton racket,gold,,No,
1200,yonex nanoray 72 light (dark red) badminton racket,,,,,1999.0,3390.0,yonex nanoray 72 light badminton racket,red,,No,
1201,yonex nanoray 72 light (blue) badminton racket,,,,,1999.0,3390.0,yonex nanoray 72 light badminton racket,blue,,No,
1202,yonex voltric lite 35i badminton racket,,,,,1949.0,2990.0,yonex voltric lite 35i badminton racket,,,No,
1203,yonex voltric lite 40i badminton racket,,,,,1979.0,3390.0,yonex voltric lite 40i badminton racket,,,No,
1204,yonex astrox lite 43i badminton racket,,,,,1849.0,3390.0,yonex astrox lite 43i badminton racket,,,No,
1205,yonex arcsaber 73 light badminton racket (turquoise),,,,,1999.0,3390.0,yonex arcsaber 73 light badminton racket,,,No,
1206,yonex astrox lite 37i badminton racket,,,,,1879.0,3390.0,yonex astrox lite 37i badminton racket,,,No,
1207,yonex arcsaber 73 light badminton racket (yellow),,,,,1999.0,3390.0,yonex arcsaber 73 light badminton racket,yellow,,No,
1208,yonex arcsaber 73 light badminton racket (aqua blue),,,,,1999.0,3390.0,yonex arcsaber 73 light badminton racket,blue,,No,
1209,apacs finapi 232 xtra power badminton racket (white),,,,,2199.0,4299.0,apacs finapi 232 xtra power badminton racket,white,,No,
1210,yonex arcsaber 73 light badminton racket (leaf green),,,,,1999.0,3390.0,yonex arcsaber 73 light badminton racket,green,,No,
1211,li-ning axforce 100 (4u) badminton racket,,,,,18499.0,29990.0,li-ning axforce 100 badminton racket,,,No,
1212,apacs finapi 232 xtra power badminton racket (red/gold),,,,,2099.0,4299.0,apacs finapi 232 xtra power badminton racket,"red, gold",,No,
1213,apacs finapi 232 xtra power badminton racket (navy),,,,,1999.0,4299.0,apacs finapi 232 xtra power badminton racket,navy,,No,
1214,apacs finapi 232 xtra power badminton racket (blue),,,,,2199.0,4299.0,apacs finapi 232 xtra power badminton racket,blue,,No,
1215,apacs finapi 232 xtra power badminton racket (green),,,,,2099.0,4299.0,apacs finapi 232 xtra power badminton racket,green,,No,
1216,apacs asgardia control badminton racket (black orange),,,,,1999.0,7999.0,apacs asgardia control badminton racket,"black, orange",,No,
1217,apacs asgardia control badminton racket (grey blue),,,,,2099.0,7999.0,apacs asgardia control badminton racket,"grey, blue",,No,
1218,apacs asgardia lite badminton racket (purple blue),,,,,2149.0,7999.0,apacs asgardia lite badminton racket,blue,,No,
1219,apacs asgardia lite badminton racket (orange black) (strung),,,,,2099.0,7999.0,apacs asgardia lite badminton racket,"orange, black",,No,
1220,apacs feather weight 55 badminton racket (black/gold),,,,,2999.0,9300.0,apacs feather weight 55 badminton racket,"black, gold",,No,
1221,apacs vanguard 11 badminton racket (black),,,,,2099.0,6999.0,apacs vanguard 11 badminton racket,black,,No,
1222,apacs vanguard 11 badminton racket (red),,,,,2099.0,6999.0,apacs vanguard 11 badminton racket,red,,No,
1223,apacs dual power & speed badminton racket (white/green/orange),,,,,1999.0,6599.0,apacs dual power & speed badminton racket,"white, green, orange",,No,
1224,apacs dual power & speed badminton racket (grey/green/orange),,,,,1999.0,6599.0,apacs dual power & speed badminton racket,"grey, green, orange",,No,
1225,apacs dual power & speed badminton racket (red/green/orange),,,,,1999.0,6599.0,apacs dual power & speed badminton racket,"red, green, orange",,No,
1226,apacs dual power & speed badminton racket (blue/green/orange),,,,,1999.0,6599.0,apacs dual power & speed badminton racket,"blue, green, orange",,No,
1227,apacs dual power & speed badminton racket (black/green/orange),,,,,2149.0,6599.0,apacs dual power & speed badminton racket,"black, green, orange",,No,
1228,apacs z ziggler lite badminton racket (grey),,,,,2299.0,6999.0,apacs z ziggler lite badminton racket,grey,,No,
1229,apacs z ziggler lite badminton racket (red/black),,,,,2199.0,6999.0,apacs z ziggler lite badminton racket,"red, black",,No,
1230,apacs z ziggler 72 badminton racket (red/black),,,,,2499.0,7299.0,apacs z ziggler 72 badminton racket,"red, black",,No,
1231,babolat technical veron padel racquet,,,,,18999.0,19499.0,babolat technical veron padel racquet,,,No,
1232,babolat technical viper padel racquet,,,,,23999.0,25999.0,babolat technical viper padel racquet,,,No,
1233,apacs z ziggler lite badminton racket (black/blue),,,,,2199.0,6999.0,apacs z ziggler lite badminton racket,"black, blue",,No,
1234,head zephyr ul 2023 padel racquet (red),,,,,13499.0,14499.0,head zephyr ul 2023 padel racquet,red,,No,
1235,babolat reveal padel racquet,,,,,8499.0,8999.0,babolat reveal padel racquet,,,No,
1236,head flash 2023 padel racquet,,,,,10999.0,11999.0,head flash 2023 padel racquet,,,No,
1237,gm neon 202 kashmir willow cricket bat -sh,,,,,2099.0,2875.0,gm neon 202 kashmir willow cricket bat -sh,,,No,
1238,gm neon contender kashmir willow cricket bat -sh,,,,,2099.0,2875.0,gm neon contender kashmir willow cricket bat -sh,,,No,
1239,gm neon 101 kashmir willow cricket bat -sh,,,,,2999.0,3969.0,gm neon 101 kashmir willow cricket bat -sh,,,No,
1240,gm neon superstar kashmir willow cricket bat -sh,,,,,3499.0,3875.0,gm neon superstar kashmir willow cricket bat -sh,,,No,
1241,gm neon premier kashmir willow cricket bat -sh,,,,,2999.0,3799.0,gm neon premier kashmir willow cricket bat -sh,,,No,
1242,gm neon maestro kashmir willow cricket bat -sh,,,,,2499.0,3429.0,gm neon maestro kashmir willow cricket bat -sh,,,No,
1243,gm diamond superstar kashmir willow cricket bat -sh,,,,,3499.0,4149.0,gm diamond superstar kashmir willow cricket bat -sh,,,No,
1244,gm neon select kashmir willow cricket bat -sh,,,,,2599.0,3275.0,gm neon select kashmir willow cricket bat -sh,,,No,
1245,gm diamond striker kashmir willow cricket bat -sh,,,,,2299.0,2675.0,gm diamond striker kashmir willow cricket bat -sh,,,No,
1246,gm diamond premier kashmir willow cricket bat -sh,,,,,3499.0,4075.0,gm diamond premier kashmir willow cricket bat -sh,,,No,
1247,gm diamond maestro kashmir willow cricket bat -sh,,,,,3099.0,3649.0,gm diamond maestro kashmir willow cricket bat -sh,,,No,
1248,gm diamond 202 kashmir willow cricket bat -sh,,,,,2449.0,3029.0,gm diamond 202 kashmir willow cricket bat -sh,,,No,
1249,gm diamond contender kashmir willow cricket bat -sh,,,,,2499.0,2875.0,gm diamond contender kashmir willow cricket bat -sh,,,No,
1250,gm diamond 101 kashmir willow cricket bat -sh,,,,,3499.0,4349.0,gm diamond 101 kashmir willow cricket bat -sh,,,No,
1251,gm zelos ii premier kashmir willow cricket bat -sh,,,,,3799.0,4075.0,gm zelos ii premier kashmir willow cricket bat -sh,,,No,
1252,gm zelos ii contender kashmir willow cricket bat -sh,,,,,2499.0,2875.0,gm zelos ii contender kashmir willow cricket bat -sh,,,No,
1253,gm zelos ii 101 kashmir willow cricket bat -sh,,,,,3899.0,4349.0,gm zelos ii 101 kashmir willow cricket bat -sh,,,No,
1254,gm zelos ii maestro kashmir willow cricket bat -sh,,,,,3299.0,3649.0,gm zelos ii maestro kashmir willow cricket bat -sh,,,No,
1255,gm noir superstar kashmir willow cricket bat -sh,,,,,2999.0,3875.0,gm noir superstar kashmir willow cricket bat -sh,,,No,
1256,gm noir 202 kashmir willow cricket bat -sh,,,,,2499.0,3029.0,gm noir 202 kashmir willow cricket bat -sh,,,No,
1257,sega strike football shoes (white/red),,,,,999.0,1090.0,sega strike football shoes,"white, red",,No,
1258,sega strike football shoes (white/blue),,,,,999.0,1090.0,sega strike football shoes,"white, blue",,No,
1259,sega trend football shoes (orange),,,,,499.0,1050.0,sega trend football shoes,orange,,No,
1260,sega trend football shoes (pink),,,,,499.0,1050.0,sega trend football shoes,pink,,No,
1261,sega trend football shoes (blue),,,,,499.0,1050.0,sega trend football shoes,blue,,No,
1262,sega horizon football shoes (white),,,,,949.0,1050.0,sega horizon football shoes,white,,No,
1263,sega micro football shoes (red),,,,,399.0,850.0,sega micro football shoes,red,,No,
1264,sega micro football shoes (blue),,,,,399.0,850.0,sega micro football shoes,blue,,No,
1265,sega classic football shoes (white),,,,,399.0,850.0,sega classic football shoes,white,,No,
1266,sega classic football shoes (blue),,,,,399.0,850.0,sega classic football shoes,blue,,No,
1267,sega winner football shoes (red),,,,,649.0,775.0,sega winner football shoes,red,,No,
1268,sega winner football shoes (blue),,,,,649.0,775.0,sega winner football shoes,blue,,No,
1269,sega winner football shoes (black),,,,,649.0,775.0,sega winner football shoes,black,,No,
1270,sega new spectra football shoes (white),,,,,649.0,725.0,sega new spectra football shoes,white,,No,
1271,sega new spectra football shoes (red),,,,,649.0,725.0,sega new spectra football shoes,red,,No,
1272,sega primer football shoes (white),,,,,649.0,690.0,sega primer football shoes,white,,No,
1273,sega primer football shoes (black),,,,,649.0,690.0,sega primer football shoes,black,,No,
1274,sega primer football shoes (red),,,,,649.0,690.0,sega primer football shoes,red,,No,
1275,yonex sunr 23025 badminton kitbag (royal blue/navy),,,,,609.0,609.0,yonex sunr 23025 badminton kitbag,"blue, navy",,No,
1276,yonex sunr 23025 badminton kitbag (red/black),,,,,609.0,609.0,yonex sunr 23025 badminton kitbag,"red, black",,No,
1277,yonex sunr 23025 badminton kitbag (black/gold),,,,,609.0,609.0,yonex sunr 23025 badminton kitbag,"black, gold",,No,
1278,yonex sunr 23025 badminton kitbag (black/grey),,,,,609.0,609.0,yonex sunr 23025 badminton kitbag,"black, grey",,No,
1279,yonex sunr 23015 badminton kitbag (red/black),,,,,860.0,609.0,yonex sunr 23015 badminton kitbag,"red, black",,No,
